NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Green Eagle Solutions,Provides autonomous operations software for wind turbines,Europe,Spain,Madrid,40.4292925,-3.71616687,2.6,sustainable development goals;wind energy;solar energy;climate tech,energy,clean energy;energy efficiency,early growth,EDP Starter;EDP Ventures;SET Ventures;Kibo Ventures,"accelerator;corporate_venture_fund,venture_capital;venture_capital;venture_capital",Madrid
Vortex Bladeless Wind Power,A tech startup developing an environmentally friendly aerogenerator which needs no blades,Europe,Spain,Madrid,40.50495,-3.88948,1.33,wind energy;sustainable development goals;climate tech;novel energy;other categories novel energy,energy,clean energy,seed,European Innovation Council;Equinor;Techstars;Techstars Berlin;Techstars Dubai;Techstars Berlin Accelerator;Techstars Boston;Techstars Stockholm;Techstars Paris;REPSOL Foundation,"government;corporate;accelerator;accelerator;accelerator;accelerator;accelerator;accelerator;accelerator;corporate_venture_fund,venture_capital",Madrid
Tewer,Specializes in solar energy and multisectorial technology,Europe,Spain,Madrid,40.4753908,-3.5956219,2.21,solar energy;sustainable development goals;eic;climate tech,energy,energy efficiency;clean energy,early growth,European Innovation Council;Eurostars SME programme,government;government,Madrid
Energy Solar Tech,"Disrupting the energy industry to change the world for better by investing in solar generation, wind generation, and optimizing every energy element",Europe,Spain,Madrid,40.5623172,-3.8962005,17.5,solar energy;climate tech;sustainable development goals,energy,clean energy;energy efficiency,early growth,SociosInversores.com;Fides Capital;Sepides,crowdfunding;venture_capital;venture_capital,Madrid
Llewo,First eco-sustainable last mile delivery service makes its green fleet available to its customers,Europe,Spain,Madrid,40.2906599,-3.702161,5.91,last-mile delivery;logistics & delivery;sustainable development goals;climate tech,energy;transportation,maintenance;logistics & delivery,late growth,EIT InnoEnergy;Enagás Emprende;Enagás;Grupo Ilunion,venture_capital;corporate_venture_fund;corporate;service provider,Madrid
Water Challenge,Water challenge was created to provide a solution to zero discharge of contaminated fluids (zld) by turning waste into resources,Europe,Spain,Madrid,40.4167047,-3.7035825,2.46,wastewater treatment;circular economy;recycling;waste reduction;sustainable development goals;climate tech,energy,water,seed,European Innovation Council,government,Madrid
Pernia,A family-owned company that has been involved since its creation in recycling processes and resource reuse,Europe,Spain,Madrid,40.448656,-3.7123555,0.94,recycling;food waste;waste reduction;sustainable development goals;climate tech;circular economy,food;energy,waste solution,seed,Horizon 2020 FTI (Fast Track to Innovation),government,Madrid
Rated Power,"Offers pvDesign, the leading cloud-based software to design and engineer large-scale solar photovoltaic plants in minutes",Europe,Spain,Madrid,40.4256598,-3.6917471,5.73,solar energy;sustainable development goals;climate tech;space tech;space downstream;space tech to energy,energy;enterprise software,,late growth,European Innovation Council;Techstars;Techstars Berlin;Techstars Dubai;Techstars Berlin Accelerator;EIT Climate-KIC;Seaya;Horizon 2020;Techstars Boston;Techstars Stockholm;Techstars Paris;Google for Startups Accelerator;Enverus Intelligence Research (formerly RSEG),government;accelerator;accelerator;accelerator;accelerator;accelerator;venture_capital;investment fund;accelerator;accelerator;accelerator;accelerator;corporate,Madrid
P21,P21 develops and markets energy-management solutions for the telecommunications industry.,Europe,Germany,Magdeburg,51.838332,10.787103,34.8,solar energy;telecommunications;climate tech;sustainable development goals,telecom;energy,energy efficiency;clean energy,seed,Conduit Ventures;Target Partners;Heliocentris,venture_capital;venture_capital;corporate,Leipzig
Circunomics,"An open platform for recycling, remarketing, and certifying battery components and recyclables",Europe,Germany,Mainz,50.000842,8.2744615,1.8,recycling;waste reduction;lithium ion batteries;sustainable development goals;climate tech;circular economy;ev battery;electric mobility;ev battery recycling,energy;transportation,waste solution;energy storage,early growth,Sap.io;Kolodion;TES – Sustainable Technology Solutions (Singapore);The Blue Minds Company,accelerator;venture_capital;corporate;accelerator,Mainz
Ergosup,Solution for decentralized hydrogen supply,Europe,France,Malataverne,44.4645787,4.7610605,16.2,hydrogen;sustainable development goals;innovation management;climate tech;novel energy;hydrogen novel energy,energy,clean energy,early growth,Demeter Partners;ALIAD (Air Liquide);Arkea Capital;GO Capital;Bpifrance;AP Ventures;Normandie Participations;Air Liquide,"private_equity,venture_capital;corporate_venture_fund;private_equity,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;corporate",Grenoble
Winfoor,Develops a disruptive technology for large scale wind turbine rotor blades,Europe,Sweden,Malmo,55.7114971,13.1740319,4.8,sustainable development goals;wind energy;climate tech,energy,clean energy,seed,European Innovation Council;Vinnova,government;government,Malmo
Vultus,"Eliminates waste in farming by offering satellite based fertilizer prescriptions, to reduce usage by 30%",Europe,Sweden,Malmo,55.7111917,13.2173931,1.75,satellite imagery;precision agriculture;space tech;sustainable development goals;esa;space tech to agriculture and food;eit climate-kic portfolio;farming;esa bic;space downstream;space upstream,energy;space,waste solution,early growth,Norrsken VC;Seedrs;Rockstart;Startup Sweden;Kale United;Almi Invest;+Cap;EIT Climate-KIC;ESA BIC Sweden,venture_capital;crowdfunding;accelerator;accelerator;investment fund;venture_capital;family_office;accelerator;accelerator,Malmo
D Laboratory,"Energy technology company based at Ideon Science Park in Lund, Sweden",Europe,Sweden,Malmo,55.715689,13.2235709,2.82,sustainable development goals;smart grid;energy tech;industrial technology;climate tech;nordic rising star 2022,energy,energy efficiency;energy storage,early growth,Almi Invest;Gunnar Bergstedt;Ideon Innovation;Sustainable Energy Angels,venture_capital;angel;accelerator;angel_fund,Malmo
Orbital Systems,A Swedish clean-tech company that develops a water recycling technology to be used in domestic appliances,Europe,Sweden,Malmo,55.6075041,13.00302,74.95,appliances;recycling;waste reduction;home improvement;sustainable development goals;climate tech;nordic rising star 2022;circular economy,energy;home living,water,late growth,Niklas Zennström;Dendera Venture;Swedish Energy Agency;Minc;Johan Persson;Nils Idoff;Stena Ventures;af Jochnick Foundation;Sandberg Development;European Investment Bank;Peter Carlsson;Vinnova;Investment AB Öresund;Formica Capital;NREP;Soläng Invest;K2A;M2 Asset Management AB;Stena AB;Philian Invest;Polar Growth;Vatio;The C. Ehrnrooth Foundation;Rutger Arnhult;Amazon Alexa Fund,angel;venture_capital;government;accelerator;angel;angel;venture_capital;venture_capital;corporate;government & non-profit;angel;government;investment fund;investment fund;corporate;family_office;corporate;investment fund;corporate;investment fund;investment fund;corporate;family_office;angel;corporate_venture_fund,Malmo
Bintel AB,The future of Waste Management with LoRaWAN,Europe,Sweden,Malmo,55.71686625,13.22480434,2.68,sustainable development goals;climate tech;nordic rising star 2022;circular economy;recycling;smart waste management,real estate;energy,waste solution,early growth,Almi Invest;Ideon Science Park;Ideon Innovation;I Love Lund;Gramtec Co-Invest;Philip Abdon;Erik Urnes;SPARX,venture_capital;accelerator;accelerator;investment fund;corporate;angel;angel;accelerator,Malmo
Qvantum,Qvantum offers heat pumps for the next generation heating and cooling technologies that enables the decarbonization of our cities,Europe,Sweden,Malmo,55.5832831,12.9357813,42.0,heat pump;sustainable development goals;climate tech;urban tech;green buildings,energy,clean energy,seed,NEA Partners;Gullspang Invest;DIG Investment;Munters;SEB Greentech;IMAS Foundation;Thomas von Koch,investment fund;family_office;investment fund;corporate;corporate_venture_fund;investment fund;angel,Malmo
Hycube,An engineering world class renewable energy storage solutions,Europe,Germany,Mannheim-Ludwigshafen,49.4677562,8.506636,1.13,solar energy;sustainable development goals;climate tech,energy,energy storage;clean energy,seed,Bridges Fund Management,venture_capital,Heidelberg
Power Plus Communications,European supplier of broadband power-line communication systems (BPL) for smart grids,Europe,Germany,Mannheim-Ludwigshafen,49.500387,8.500859,12.0,hosting;broadband;web hosting;smart grid;supply chain management;sustainable development goals;smart cities;climate tech,real estate;energy,energy efficiency;energy storage,early growth,British Gas;Next47;Adaxia Capital Partners,"corporate;corporate_venture_fund,venture_capital;private_equity,venture_capital",Heidelberg
Quadrofoil,Manufactured the revolutionary fully electric powered and completely environmentally friendly hydrofoiling watercraft,Europe,Slovenia,Maribor,46.39692955,15.55441461,3.0,sporting goods;developer tools;sustainable development goals;climate tech,sports;energy,sporting equipment,seed,Alpvent,venture_capital,Zagreb
Inštitut za okoljevarstvo in senzorje,Institute for Environmental Protection and Sensors,Europe,Slovenia,Maribor,46.5392387,15.6502941,2.45,climate tech;sustainable development goals;sensors,energy;semiconductors,water,early growth,EUREKA Network Projects;Eurostars SME programme;European Innovation Council,non-profit;government;government,Graz
Ideol,Manufactures foundations for the offshore wind industry,Europe,France,Marseille,43.209178,5.5985,40.78,wind energy;sustainable development goals;climate tech;blue economy;offshore wind;bluetech,energy,clean energy,late growth,Région Sud Investissement;Tertium;Sofimac Régions;Kerogen Capital;Undi Private Equity;Demeter Partners;Soridec;Conseil Plus Gestion;Amundi Private Equity Funds;European Innovation Council;Sofimac Innovation;Dominique Michel;HPC Capital;Paca Investissement;CPG Partners;Io Group,"venture_capital;venture_capital;venture_capital;private_equity,venture_capital;private_equity,venture_capital;private_equity,venture_capital;venture_capital;private_equity,venture_capital;private_equity,venture_capital;government;venture_capital;angel;investment fund;investment fund;investment fund;corporate",Marseille
PELLENC Selective Technologies,Leader in optical sorting solutions for waste treatment and the recycling industries,Europe,France,Marseille,43.678099,5.504859,6.3,waste reduction;recycling;mechanical solutions;sustainable development goals;climate tech;circular economy;plastic pollution,energy,waste solution,late growth,ACG Management;Sofipaca,venture_capital;private_equity,Marseille
SP3H,"Sensors that measure the fuel quality in real time, helping reduce pollutant emissions",Europe,France,Marseille,43.490926,5.33046,5.95,bus;sustainable development goals;climate tech,energy,waste solution;energy efficiency,early growth,European Innovation Council;Truffle Capital,"government;private_equity,venture_capital",Marseille
